X_i,X_j,LLM
"along with that , the reports on her manager were","along with that , the reports on her manager were along with that, the reports on her manager were positive and detailed.",Phi-3-Mini-4K
before i confronted,before i confronted go to the authorities.,Phi-3-Mini-4K
we could never go,we could never go to Disneyland without our kids.,Phi-3-Mini-4K
i never took,i never took my dog to the vet for his annual check-up.,Phi-3-Mini-4K
chapter 8 things settled,"chapter 8 things settled chapter 8, we finally found a solution.",Phi-3-Mini-4K
her career was,her career was in jeopardy due to lack of motivation.,Phi-3-Mini-4K
this time i was,this time i was I was more cautious about my food choices.,Phi-3-Mini-4K
shiane trace has,shiane trace has a deep connection with her heritage.,Phi-3-Mini-4K
i especially loved,i especially loved the section on ancient history at the museum.,Phi-3-Mini-4K
now i have,now i have a new laptop.,Phi-3-Mini-4K
"not because of the show itself , no , trace had","not because of the show itself , no , trace had not been there before.",Phi-3-Mini-4K
i no longer had,i no longer had the desire to work out.,Phi-3-Mini-4K
one tabloid had,one tabloid had a headline about a celebrity's secret affair.,Phi-3-Mini-4K
he  would gone,he would gone to the gym for a workout session.,Phi-3-Mini-4K
apparently whatever he  would done,apparently whatever he would done was seen as a solution.,Phi-3-Mini-4K
of course now we were,of course now we were back to work.,Phi-3-Mini-4K
trace her show was,trace her show was a disaster.,Phi-3-Mini-4K
i  would made,i would made a reservation at the new Italian restaurant downtown.,Phi-3-Mini-4K
after this series of engagements were,after this series of engagements were postponed indefinitely.,Phi-3-Mini-4K
my hand went,my hand went to numb after holding the cold water too long.,Phi-3-Mini-4K
wordlessly i started,wordlessly i started reading the book on the table.,Phi-3-Mini-4K
at first her shyness ruled,at first her shyness ruled her decision to stay quiet during the meeting.,Phi-3-Mini-4K
when i was,"when i was at the store, I bought a new vacuum cleaner.",Phi-3-Mini-4K
"satisfied with her answer , i guided","satisfied with her answer , i guided him to the correct solution.",Phi-3-Mini-4K
her ass was,her ass was feel so sore after the workout.,Phi-3-Mini-4K
i bit into her neck just as the last of my sperm was,i bit into her neck just as the last of my sperm was escaping from her.,Phi-3-Mini-4K
her manager was,her manager was furious when he found out about the missing files.,Phi-3-Mini-4K
the buzz was,the buzz was about the new iPhone release.,Phi-3-Mini-4K
you would never know,you would never know how much hard work she puts into her job.,Phi-3-Mini-4K
the song was,the song was playing on the radio.,Phi-3-Mini-4K
but what i did,but what i did washed the dishes with baking soda.,Phi-3-Mini-4K
the amazing this was,the amazing this was that the cake turned out delicious.,Phi-3-Mini-4K
that could be,that could be because it's the only option left.,Phi-3-Mini-4K
as soon as his hand fisted,"as soon as his hand fisted , he dropped the vase.",Phi-3-Mini-4K
the next day i was,the next day i was feeling much better.,Phi-3-Mini-4K
some hack had,some hack had hacked into my personal email account.,Phi-3-Mini-4K
for some reason my answer pissed,for some reason my answer pissed off my friend.,Phi-3-Mini-4K
now she pulled,now she pulled her hair into a ponytail.,Phi-3-Mini-4K
her talent did,her talent did not go unnoticed by the talent scouts.,Phi-3-Mini-4K
then he did,then he did go for a run in the park.,Phi-3-Mini-4K
by now my rage was,by now my rage was at the top of the stairs.,Phi-3-Mini-4K
"well f * * k , that sure stopped","well f * * k , that sure stopped well f * * k, that sure stopped my plans for a picnic.",Phi-3-Mini-4K
the memory seemed,the memory seemed to fade away with each passing day.,Phi-3-Mini-4K
just because you  are,just because you are healthy doesn't mean you can't get sick.,Phi-3-Mini-4K
"just a warning for the future babe , you do","just a warning for the future babe , you do not have to go to the store.",Phi-3-Mini-4K
if i say,"if i say yes, you'll agree with me.",Phi-3-Mini-4K
i  would gone,i would gone to the movies if I had finished my homework earlier.,Phi-3-Mini-4K
instead i helped,instead i helped instead I repotted some of my houseplants.,Phi-3-Mini-4K
once again i recalled,once again i recalled the time we spent in the countryside.,Phi-3-Mini-4K
"and the hunger , humiliation , all the things you can expect","and the hunger , humiliation , all the things you can expect when you're in the wilderness.",Phi-3-Mini-4K
and then when lily came,"and then when lily came , I made her a sandwich.",Phi-3-Mini-4K
my heart had,my heart had felt a sudden burst of joy.,Phi-3-Mini-4K
with my hands holding,with my hands holding a bouquet of flowers.,Phi-3-Mini-4K
"the morning after our engagement , he  would dropped","the morning after our engagement , he would dropped the phone call without any explanation.",Phi-3-Mini-4K
i guess they never banked,i guess they never banked on the idea of a virtual bank.,Phi-3-Mini-4K
i  would wanted,i would wanted buy a new pair of running shoes.,Phi-3-Mini-4K
in the end he convinced,in the end he convinced to try a new skincare regimen.,Phi-3-Mini-4K
my tour started,my tour started with a visit to the ancient ruins.,Phi-3-Mini-4K
he  would hired,he would hired an accountant.,Phi-3-Mini-4K
he  would threatened,he would threatened to use a sledgehammer if he didn't get his way.,Phi-3-Mini-4K
in the end they  would come,in the end they would come realize that they needed to work together.,Phi-3-Mini-4K
one day we were,one day we were in the park.,Phi-3-Mini-4K
as he slipped,"as he slipped on the ice, he.",Phi-3-Mini-4K
he  would given,he would given give up his seat for the elderly lady on the bus.,Phi-3-Mini-4K
i guess that ship had,i guess that ship had sailed hours ago.,Phi-3-Mini-4K
our wedding was,our wedding was beautifully planned and executed.,Phi-3-Mini-4K
he  would moved,he would moved to a smaller apartment.,Phi-3-Mini-4K
that last was,that last was a thrilling roller coaster ride.,Phi-3-Mini-4K
the way he seethed,the way he seethed with anger and frustration.,Phi-3-Mini-4K
trace never took,trace never took her turn on the obstacle course.,Phi-3-Mini-4K
and so my daughter was,and so my daughter was left to wonder about the sudden disappearance.,Phi-3-Mini-4K
allison screams on the other end in response-she knows what a huge deal this is,allison screams on the other end in response-she knows what a huge deal this is it's because he finally fixed her old toaster.,Phi-3-Mini-4K
they might be,they might be interested in joining the team.,Phi-3-Mini-4K
"i wince , thinking","i wince , thinking of the sharp pain from when I accidentally cut myself.",Phi-3-Mini-4K
not that miriam and allison are,not that miriam and allison are close friends.,Phi-3-Mini-4K
she and miriam have,she and miriam have a wonderful time at the new Italian restaurant downtown.,Phi-3-Mini-4K
the lawn rooms have,the lawn rooms have been neglected and need immediate attention.,Phi-3-Mini-4K
as wonderful as my two best friends are,"as wonderful as my two best friends are , they both have unique qualities that I admire.",Phi-3-Mini-4K
not that i do,not that i do appreciate the opportunity to discuss this matter further.,Phi-3-Mini-4K
particularly when it comes,particularly when it comes to maintaining a clean home.,Phi-3-Mini-4K
that post-sex glazed,that post-sex glazed state feeling.,Phi-3-Mini-4K
and i promised,and i promised to help him with his project.,Phi-3-Mini-4K
this crew party is,this crew party is going to be epic!,Phi-3-Mini-4K
i still remember,i still remember the time we went on that road trip together.,Phi-3-Mini-4K
his nose was,his nose was bleeding unexpectedly.,Phi-3-Mini-4K
"with his looks , money , and being","with his looks , money , and being with his looks, money, and being a charming person, he effortlessly charmed everyone around him.",Phi-3-Mini-4K
tonight i have,tonight i have a date.,Phi-3-Mini-4K
"i never usually wear anything but chapstick , but i watched","i never usually wear anything but chapstick , but i watched until it fell over.",Phi-3-Mini-4K
"with a start , i recognize","with a start , i recognize that the voice on the other end was my mother's.",Phi-3-Mini-4K
"with a little makeup on , my resemblance to my mom is","with a little makeup on , my resemblance to my mom is not very convincing.",Phi-3-Mini-4K
everyone always says,"everyone always says , ""I'll do it tomorrow, but I know I won't."".",Phi-3-Mini-4K
the shirt is,the shirt is blue with white stripes.,Phi-3-Mini-4K
chapter two the spring night air is,chapter two the spring night air is filled with the fragrance of blooming flowers and the distant sound of crickets.,Phi-3-Mini-4K
then all those papers would have,then all those papers would have been in disarray.,Phi-3-Mini-4K
a couple guys chilling,a couple guys chilling were playing basketball in the park.,Phi-3-Mini-4K
the lights are,the lights are off in the living room.,Phi-3-Mini-4K
"a tall , brawny guy says","a tall , brawny guy says a tall, brawny guy says, ""I'll fix your computer."".",Phi-3-Mini-4K
cara and i follow,cara and i follow a strict skincare routine.,Phi-3-Mini-4K
"cara and foster keep chatting , and though cara makes","cara and foster keep chatting , and though cara makes cara and foster keep chatting, and though cara makes a few mistakes, they both laugh it off.",Phi-3-Mini-4K
one of these two rooms must be,one of these two rooms must be the study.,Phi-3-Mini-4K
"good lord , his body is","good lord , his body is completely covered in mud.",Phi-3-Mini-4K
the line down between his six-pack looks like it was,the line down between his six-pack looks like it was the result of an intense workout session.,Phi-3-Mini-4K
i glance over his shoulder and see,i glance over his shoulder and see the blueprint for the new building.,Phi-3-Mini-4K
the girl says,the girl says the boy is funny.,Phi-3-Mini-4K
chapter three the words are,chapter three the words are scattered throughout the book.,Phi-3-Mini-4K
"um , do","um , do it's okay to eat dessert after dinner?",Phi-3-Mini-4K
pierce and i were,pierce and i were pierced by a sudden thought.,Phi-3-Mini-4K
could she and pierce be,could she and pierce be used interchangeably in informal speech.,Phi-3-Mini-4K
i guess i  would be,i guess i would be trying to figure out what to do next.,Phi-3-Mini-4K
my mom is,my mom is cooking dinner tonight.,Phi-3-Mini-4K
i always promised,i always promised that I would visit the museum.,Phi-3-Mini-4K
i so hoped,i so hoped that the cake would turn out well.,Phi-3-Mini-4K
as wonderful as i know,as wonderful as i know it to be.,Phi-3-Mini-4K
its architecture is,its architecture is a blend of modern and classical elements.,Phi-3-Mini-4K
"i mean , how long have","i mean , how long have you been waiting for him?",Phi-3-Mini-4K
nate thornhill is,nate thornhill is the renowned environmental scientist.,Phi-3-Mini-4K
i can not believe,i can not believe how expensive this item is.,Phi-3-Mini-4K
"wait , does","wait , does wait, does the rain forecast change for today?",Phi-3-Mini-4K
the heat from his leg under the table is,the heat from his leg under the table is causing him to feel uncomfortably warm.,Phi-3-Mini-4K
"wow , that was","wow , that was an amazing concert by the Beatles.",Phi-3-Mini-4K
"my mom asks , glancing","my mom asks , glancing my dad for his opinion on the new car.",Phi-3-Mini-4K
the waitress comes,the waitress comes with the order and takes it to the kitchen.,Phi-3-Mini-4K
"dom perignon , i see","dom perignon , i see have a fancy dinner at a renowned restaurant.",Phi-3-Mini-4K
"whoa , he must be","whoa , he must be really hungry to eat that much.",Phi-3-Mini-4K
my new stepdad must be,my new stepdad must be a strict father.,Phi-3-Mini-4K
i manage to do,i manage to do clean the windows on the third floor.,Phi-3-Mini-4K
"my mom gasps in excitement , but i see","my mom gasps in excitement , but i see my dad preparing the grill for the barbecue.",Phi-3-Mini-4K
"consulting of k street , and we  are","consulting of k street , and we are considering the options available.",Phi-3-Mini-4K
oh my god-is pierce going,oh my god-is pierce going on a trip to Hawaii.,Phi-3-Mini-4K
it  will be,it will be a sunny day tomorrow.,Phi-3-Mini-4K
everything will be,everything will be sorted out in due time.,Phi-3-Mini-4K
we  would moved,we would moved to the new house next month.,Phi-3-Mini-4K
my whole body is,my whole body is rain for the entire weekend.,Phi-3-Mini-4K
"with his other hand , nate takes","with his other hand , nate takes with his other hand, a sip of the now lukewarm coffee.",Phi-3-Mini-4K
he  will have,he will have visit his grandparents this weekend.,Phi-3-Mini-4K
my life has,my life has been transformed since I started using natural cleaning products.,Phi-3-Mini-4K
nate surprises me by leaning,nate surprises me by leaning over the balcony railing.,Phi-3-Mini-4K
and now he will always know,and now he will always know that he can count on her.,Phi-3-Mini-4K
my biggest worry was,my biggest worry was forgetting to pack my sunscreen.,Phi-3-Mini-4K
and the house is,and the house is completely spotless now.,Phi-3-Mini-4K
i gasp at the flagstone mansion we  are,i gasp at the flagstone mansion we are looking to purchase.,Phi-3-Mini-4K
the maid just comes,the maid just comes to clean the kitchen.,Phi-3-Mini-4K
"after the tour , which took","after the tour , which took the entire afternoon, we returned home to find a package waiting for us.",Phi-3-Mini-4K
my head is,my head is my throbbing with pain.,Phi-3-Mini-4K
"if anything , though , my sex dreams about him have","if anything , though , my sex dreams about him have been quite vivid and intense.",Phi-3-Mini-4K
a canopy with a delicate white fabric settled,"a canopy with a delicate white fabric settled over the bed, creating a romantic ambiance.",Phi-3-Mini-4K
"a matching nightstand , bureau , and vanity make","a matching nightstand , bureau , and vanity make a cohesive and stylish bedroom.",Phi-3-Mini-4K
the wallpaper is,the wallpaper is peeling off the living room wall.,Phi-3-Mini-4K
the potomac is,the potomac is the longest river on the east coast of the United States.,Phi-3-Mini-4K
two varsity sports are,two varsity sports are basketball and soccer.,Phi-3-Mini-4K
"actually , pierce looked","actually , pierce looked at the other side of the room.",Phi-3-Mini-4K
"apparently , she cheated","apparently , she cheated on the exam because she was desperate.",Phi-3-Mini-4K
a girl i dated,a girl i dated completed a marathon.,Phi-3-Mini-4K
"my mom asks , excitedly flying","my mom asks , excitedly flying her arms wide open, ""Can you believe the price of gas today?"".",Phi-3-Mini-4K
i  would rather be,i would rather be playing video games all day.,Phi-3-Mini-4K
i wish she were,i wish she were stronger in her convictions.,Phi-3-Mini-4K
he actually went,he actually went to the gym to work out.,Phi-3-Mini-4K
maybe i know,maybe i know that it was wrong.,Phi-3-Mini-4K
the truth is,the truth is that it's not always easy to maintain a clean floor.,Phi-3-Mini-4K
pierce and nate start talking,pierce and nate start talking about their favorite sports teams.,Phi-3-Mini-4K
"oh man , she really makes","oh man , she really makes a mess with her cooking.",Phi-3-Mini-4K
"oh my god , i have","oh my god , i have just realized I'm out of toothpaste.",Phi-3-Mini-4K
i head into the foyer but at the last second decide not to go,i head into the foyer but at the last second decide not to go stop by the bookstore I've been meaning to visit.,Phi-3-Mini-4K
i guess they  are,i guess they are trying to make the most of our time.,Phi-3-Mini-4K
the lights downstairs are,the lights downstairs are flickering again.,Phi-3-Mini-4K
i just ... i was,i just ... i was ...tired of working from home all day.,Phi-3-Mini-4K
it just sort of happened,it just sort of happened as if by magic.,Phi-3-Mini-4K
"his eyes , which were","his eyes , which were his eyes, which were red and swollen.",Phi-3-Mini-4K
i stumble forward and take,"i stumble forward and take a deep breath, trying to steady my thoughts.",Phi-3-Mini-4K
i just resisted,i just resisted the urge to watch another episode of my favorite TV show.,Phi-3-Mini-4K
"of course , the downside is","of course , the downside is that it requires more effort and time.",Phi-3-Mini-4K
my outlook is,my outlook is improving after attending therapy sessions.,Phi-3-Mini-4K
"very important , `` she says","very important , `` she says to stay hydrated throughout the day.",Phi-3-Mini-4K
i really do,i really do enjoy cooking with my grandmother.,Phi-3-Mini-4K
"constance asks , breaking","constance asks , breaking ""constance asks, breaking the silence with a question about the weekend plans."".",Phi-3-Mini-4K
"constance exclaims , sitting","constance exclaims , sitting at the edge of the table, ""This is incredible!"".",Phi-3-Mini-4K
"i nod , feeling","i nod , feeling grateful for his understanding.",Phi-3-Mini-4K
i glance up to see,i glance up to see my alarm clock blaring.,Phi-3-Mini-4K
i notice that nate did,i notice that nate did i notice that Nathan did his laundry.,Phi-3-Mini-4K
i guess he does,i guess he does have a thing for vintage cars.,Phi-3-Mini-4K
i just ... you know,i just ... you know needed to organize my closet.,Phi-3-Mini-4K
i should get,i should get to start exercising more regularly.,Phi-3-Mini-4K
"she whispers , leaning","she whispers , leaning to me, a secret between us.",Phi-3-Mini-4K
and that girl said,and that girl said to you.,Phi-3-Mini-4K
"i ask , knowing","i ask , knowing i am interested in learning about sustainable practices for cleaning my home.",Phi-3-Mini-4K
i mean before my mom and i got,i mean before my mom and i got the car keys.,Phi-3-Mini-4K
"well , three , including","well , three , including because of the traffic jam.",Phi-3-Mini-4K
he must have,he must have completed his homework before going to bed.,Phi-3-Mini-4K
he can be,he can be extremely helpful in cleaning the house.,Phi-3-Mini-4K
"but only for the last few weeks , and- `` `` ok ... but what if you did","but only for the last few weeks , and- `` `` ok ... but what if you did ...what if you took a break from it?",Phi-3-Mini-4K
and then even if you were,"and then even if you were to be exhausted, you could still manage to clean the bathroom.",Phi-3-Mini-4K
i try to get,i try to get there at least 7 hours of sleep every night.,Phi-3-Mini-4K
i park in the garage and let,i park in the garage and let my car cool down before driving it inside.,Phi-3-Mini-4K
the huge house is,the huge house is filled with antique furniture.,Phi-3-Mini-4K
nate must still be,nate must still be working on the project proposal.,Phi-3-Mini-4K
first days are,first days are tough for new employees.,Phi-3-Mini-4K
"i stare at it blankly , not understanding","i stare at it blankly , not understanding the complex physics problem on the whiteboard.",Phi-3-Mini-4K
the mirror above the sink is,the mirror above the sink is foggy and needs cleaning.,Phi-3-Mini-4K
a shiver of excitement runs through me at the idea that nate could actually be,a shiver of excitement runs through me at the idea that nate could actually be of a good match for me.,Phi-3-Mini-4K
"i freeze , holding","i freeze , holding i the cold metal railing.",Phi-3-Mini-4K
who  would be,who would be a good choice for a team leader?,Phi-3-Mini-4K
maybe an ungainly mouse is,maybe an ungainly mouse is possibly hiding behind the couch.,Phi-3-Mini-4K
the noises sounded,the noises sounded loudly outside the bedroom window.,Phi-3-Mini-4K
the swinging door is,the swinging door is the door to the attic.,Phi-3-Mini-4K
"sheesh , does","sheesh , does it look like it's about to rain?",Phi-3-Mini-4K
"i ask , moving","i ask , moving to a new city for a fresh start.",Phi-3-Mini-4K
from the blood smeared,from the blood smeared the bathroom floor.,Phi-3-Mini-4K
"i ask , my eyes moving","i ask , my eyes moving i look at the bright side of things.",Phi-3-Mini-4K
the first was,the first was the most challenging.,Phi-3-Mini-4K
"i glance up sharply , but his eyes are","i glance up sharply , but his eyes are focused on something in the distance.",Phi-3-Mini-4K
"his smell of sweat , beads of it still dripping","his smell of sweat , beads of it still dripping from his forehead.",Phi-3-Mini-4K
"i ask , raising","i ask , raising my voice slightly, hoping for a clearer response.",Phi-3-Mini-4K
"just like that , the one real conversation that my stepbrother and i have","just like that , the one real conversation that my stepbrother and i have had about his struggles with mental health.",Phi-3-Mini-4K
the only swimsuit i have,the only swimsuit i have for my upcoming beach vacation.,Phi-3-Mini-4K
we quickly slipped,we quickly slipped into the warm water and relaxed for a few minutes.,Phi-3-Mini-4K
i notice nate lagging,i notice nate lagging behind during the race.,Phi-3-Mini-4K
"jackson kicks off his flip-flops and jumps in , his splash narrowly missing","jackson kicks off his flip-flops and jumps in , his splash narrowly missing the cat's tail.",Phi-3-Mini-4K
"nate slowly walks toward the chair furthest from me , and takes","nate slowly walks toward the chair furthest from me , and takes the seat.",Phi-3-Mini-4K
"um , where do","um , where do you find the nearest gas station?",Phi-3-Mini-4K
my family has,my family has a weekly game night every Friday.,Phi-3-Mini-4K
what sport do,what sport do you enjoy watching the most?,Phi-3-Mini-4K
"nate asks , appearing","nate asks , appearing eager to join the conversation.",Phi-3-Mini-4K
"chapter ten in the end , i have","chapter ten in the end , i have finished reading the book.",Phi-3-Mini-4K
the dining room table is,the dining room table is the centerpiece of the room.,Phi-3-Mini-4K
maybe we could get,maybe we could get some ice cream.,Phi-3-Mini-4K
"nate asks , frowning","nate asks , frowning ""why the sky is blue?"".",Phi-3-Mini-4K
"i exchange a polite smile with natasha , who is","i exchange a polite smile with natasha , who is sitting next to me on the bus.",Phi-3-Mini-4K
i  will do,i will do grab a coffee from the nearby café.,Phi-3-Mini-4K
"dude , come","dude , come to the party.",Phi-3-Mini-4K
a rush of footsteps up the stairs makes,a rush of footsteps up the stairs makes a surge of anticipation in my chest as I reach the top.,Phi-3-Mini-4K
"i mean , am","i mean , am I mean, am going to the gym after work.",Phi-3-Mini-4K
"i furiously brush it away and nate backs up , running","i furiously brush it away and nate backs up , running his tongue along his throat, spitting it out.",Phi-3-Mini-4K
"for the record , you just looked","for the record , you just looked at completely uninterested.",Phi-3-Mini-4K
"i ask , picking","i ask , picking i ask, picking up my dry cleaning.",Phi-3-Mini-4K
"i whisper , feeling","i whisper , feeling I whispered, feeling the cool breeze on my face.",Phi-3-Mini-4K
as our lips come,"as our lips come together, we might say a heartfelt apology.",Phi-3-Mini-4K
"i whisper , falling","i whisper , falling into a gentle slumber.",Phi-3-Mini-4K
apparently we  will get,apparently we will get a refund on the faulty product.,Phi-3-Mini-4K
the shift dress is,the shift dress is available in three different colors.,Phi-3-Mini-4K
the food is,the food is bland and unappetizing.,Phi-3-Mini-4K
i spot my mom talking,i spot my mom talking with the grocery store manager about the new organic produce section.,Phi-3-Mini-4K
"oh , go","oh , go go for a run in the park.",Phi-3-Mini-4K
luckily the day is,luckily the day is sunny and warm.,Phi-3-Mini-4K
the temperature has,the temperature has dropped significantly in the last few days.,Phi-3-Mini-4K
"i pause , admiring","i pause , admiring the view from my window.",Phi-3-Mini-4K
sometimes i forget i do,sometimes i forget i do to eat breakfast in the morning.,Phi-3-Mini-4K
i never wanted,i never wanted to attend that boring lecture.,Phi-3-Mini-4K
"i mean , maybe at first i was","i mean , maybe at first i was confused, but then I realized it was just the coffee.",Phi-3-Mini-4K
my fears are,my fears are always heights.,Phi-3-Mini-4K
clearly nate gets,clearly nate gets annoyed when things don't go his way.,Phi-3-Mini-4K
my best friend just got,my best friend just got a new puppy.,Phi-3-Mini-4K
"oh my gosh , i did","oh my gosh , i did oh my gosh, I finally finished reading the book I've been obsessed with!",Phi-3-Mini-4K
"like nate , though he says","like nate , though he says he doesn't like to admit it.",Phi-3-Mini-4K
hope these drinks are,hope these drinks are alright for you.,Phi-3-Mini-4K
the idea that it could be,the idea that it could be the solution to all our problems.,Phi-3-Mini-4K
a woman has,a woman has loudly throughout the night.,Phi-3-Mini-4K
"chapter thirteen `` oh no , `` i whisper , sitting","chapter thirteen `` oh no , `` i whisper , sitting in the dark, feeling the pages of the book brush against my skin.",Phi-3-Mini-4K
"i mean , when did","i mean , when did I begin my day with a cup of coffee.",Phi-3-Mini-4K
"the , you know","the , you know the car, it's so convenient.",Phi-3-Mini-4K
we  will probably have,we will probably have a discussion about the upcoming project next week.,Phi-3-Mini-4K
"i shrug , feeling","i shrug , feeling my decision to stay in.",Phi-3-Mini-4K
"i head back down to the party , taking","i head back down to the party , taking my umbrella just in case it rains.",Phi-3-Mini-4K
but i know,but i know I don't want to go there.,Phi-3-Mini-4K
i glance around at the dimming,"i glance around at the dimming the room, realizing it was getting late.",Phi-3-Mini-4K
if his dad has,"if his dad has a cold, he'll probably need some chicken soup.",Phi-3-Mini-4K
just another hour or so and the fireworks will be,just another hour or so and the fireworks will be lighting up the sky.,Phi-3-Mini-4K
my mom does,my mom does make breakfast every morning.,Phi-3-Mini-4K
the crowd cheers as an especially colorful firework goes,"the crowd cheers as an especially colorful firework goes off, creating a brilliant display of reds and blues.",Phi-3-Mini-4K
you and my dad are,you and my dad are always welcome to visit.,Phi-3-Mini-4K
when my mom abandoned,when my mom abandoned the family.,Phi-3-Mini-4K
"i glance at the people around me , their faces","i glance at the people around me , their faces in expressions of curiosity or concentration.",Phi-3-Mini-4K
maybe it was,maybe it was just a coincidence.,Phi-3-Mini-4K
because now i realize,because now i realize that I need to take better care of my personal hygiene.,Phi-3-Mini-4K
chapter fourteen i was,chapter fourteen i was reading a novel about a detective solving a mystery.,Phi-3-Mini-4K
"or at least , i have","or at least , i have not made up my mind yet.",Phi-3-Mini-4K
"i finish eating and click around the internet for a while , feeling","i finish eating and click around the internet for a while , feeling tired and a bit overwhelmed by the amount of information available.",Phi-3-Mini-4K
i would never leave,i would never leave my house without locking the door.,Phi-3-Mini-4K
a sound behind me makes,"a sound behind me makes a sudden, unsettling noise.",Phi-3-Mini-4K
"talk to you later , `` i say","talk to you later , `` i say about our plans for the weekend.",Phi-3-Mini-4K
sure that i was,sure that i was to adopt a new strategy for the project.,Phi-3-Mini-4K
"i hesitate , realizing","i hesitate , realizing I hesitate, realizing it might be too late to catch the last bus home.",Phi-3-Mini-4K
"i murmur , hurrying","i murmur , hurrying towards the door to leave the room.",Phi-3-Mini-4K
the whiff of alcohol coming,the whiff of alcohol coming from the kitchen.,Phi-3-Mini-4K
i barely have,i barely have time to do laundry.,Phi-3-Mini-4K
"his mouth tastes like whiskey , but i do","his mouth tastes like whiskey , but i do think he's just been drinking coffee.",Phi-3-Mini-4K
"i pause , then follow","i pause , then follow the trail that seemed to vanish into the woods.",Phi-3-Mini-4K
his world is,his world is turned upside down by the unexpected news.,Phi-3-Mini-4K
i should probably go,i should probably go to the grocery store later.,Phi-3-Mini-4K
your door is,your door is not locked.,Phi-3-Mini-4K
"anyway , they got","anyway , they got Anyway, they got the tickets for the concert last night.",Phi-3-Mini-4K
nothing to do,nothing to do go for a walk.,Phi-3-Mini-4K
"i shout , feeling","i shout , feeling angry and frustrated.",Phi-3-Mini-4K
"pierce asks , wiggling","pierce asks , wiggling pierce asks, ""Can I go?"".",Phi-3-Mini-4K
"for about a week , a handful of photographers waited","for about a week , a handful of photographers waited for the big announcement.",Phi-3-Mini-4K
as for nate and me ... `` so it  will just be,as for nate and me ... `` so it will just be a simple dinner at home.,Phi-3-Mini-4K
how many times have,how many times have I checked my watch and realized I was late for my appointment.,Phi-3-Mini-4K
"responsibility , responsibility , responsibility , `` pierce says","responsibility , responsibility , responsibility , `` pierce says responsibility, responsibility, responsibility, `` pierce says "" I'm not sure I can handle it."".",Phi-3-Mini-4K
angry as i am,angry as i am about the way you treated me.,Phi-3-Mini-4K
"i call , pulling","i call , pulling my phone to check for missed calls.",Phi-3-Mini-4K
my mind wandered,my mind wandered to the days of my childhood.,Phi-3-Mini-4K
"so , have","so , have I finally finished writing my thesis.",Phi-3-Mini-4K
the wait staff is,the wait staff is extremely attentive.,Phi-3-Mini-4K
my parents are,my parents are going to buy a new dishwasher.,Phi-3-Mini-4K
but greg is,but greg is staying home to read a book.,Phi-3-Mini-4K
"but sure enough , there he is","but sure enough , there he is sitting on the porch, sipping his morning coffee.",Phi-3-Mini-4K
"cousins , maybe , `` nate observes , leaning","cousins , maybe , `` nate observes , leaning the counter, his arms crossed, while his sister meticulously arranged the newly purchased cleaning supplies.",Phi-3-Mini-4K
but then it happened,but then it happened rain started pouring down.,Phi-3-Mini-4K
before i know,"before i know before I knew, I had already started writing my essay.",Phi-3-Mini-4K
his urgency takes,his urgency takes a toll on his mental health.,Phi-3-Mini-4K
his abs are,his abs are incredibly well-defined.,Phi-3-Mini-4K
i just was,i just was cleaning the bathroom tiles.,Phi-3-Mini-4K
i glance at him to make,i glance at him to make my mind clear.,Phi-3-Mini-4K
his eyes are,his eyes are tired from staring at the computer screen for hours.,Phi-3-Mini-4K
"ok , one more : why are","ok , one more : why are you not responding?",Phi-3-Mini-4K
"i nod , sensing","i nod , sensing i nod, sensing the tension in the room.",Phi-3-Mini-4K
i like the feeling of lying,i like the feeling of lying in a warm bath after a long day.,Phi-3-Mini-4K
the woman who accused,"the woman who accused him of assault, was later found innocent.",Phi-3-Mini-4K
"i ask , taking","i ask , taking a trip to the dentist.",Phi-3-Mini-4K
"nate asks , tilting","nate asks , tilting his head to the ground.",Phi-3-Mini-4K
and now that pierce has,"and now that pierce has healed completely, I can finally wear my earrings again.",Phi-3-Mini-4K
"i glance up , frowning","i glance up , frowning the mirror to see a smudge on my face.",Phi-3-Mini-4K
but if you keep,"but if you keep trying to ignore the issue, it will only get worse.",Phi-3-Mini-4K
otherwise i could lose,otherwise i could lose my job.,Phi-3-Mini-4K
and off we go,and off we go to our weekend getaway.,Phi-3-Mini-4K
the temperature on this august day is,the temperature on this august day is uncomfortably high.,Phi-3-Mini-4K
we  will see,we will see us at the beach next weekend.,Phi-3-Mini-4K
"in short order , we  are","in short order , we are organizing a team-building retreat.",Phi-3-Mini-4K
my mom can be,my mom can be very unpredictable at times.,Phi-3-Mini-4K
i glance back toward him and follow,"i glance back toward him and follow at his gaze, feeling the weight of his unspoken words.",Phi-3-Mini-4K
i always just pictured,"i always just pictured myself as a small, cute puppy.",Phi-3-Mini-4K
"i reply , quickly reaching","i reply , quickly reaching for my phone to check the message.",Phi-3-Mini-4K
"i protest , grabbing","i protest , grabbing i protested, grabbing a broom to clean the mess.",Phi-3-Mini-4K
"i ask , hoping","i ask , hoping we discussed in literature class last week.",Phi-3-Mini-4K
now that we  are,"now that we are aware of the importance of hygiene, we've implemented a new cleaning routine.",Phi-3-Mini-4K
"i nod and smile , trying","i nod and smile , trying to convey agreement and friendliness.",Phi-3-Mini-4K
"i ask , pointing","i ask , pointing to the top shelf for the cereal.",Phi-3-Mini-4K
